"x","y"
44.9381628066767,15.0103546182322
14.0099244939629,13.5876971721303
19.2340710822027,15.0318413821631
29.0698148042429,14.1501769856334
45.502181709744,14.8944215736555
10.8824146208353,13.5858169666764
45.0210945634171,15.1530407541034
47.2890881616622,14.885842462237
33.3790918318555,13.7169818899731
31.8265881510451,14.0534685805034
4.02752725291066,12.6352564498093
11.0927541700657,13.5004862149766
9.65128087392077,12.9894432632121
34.6641194862314,14.5979872912204
19.8210821924731,13.7593709335644
38.7222295799293,14.8519315238888
25.3872628621757,13.7628205169064
36.1633069049567,14.8330337212479
49.6033986466937,15.1020367007033
19.6217237922829,14.1013648705485
39.0948158446699,14.7722647164403
46.8005563241895,15.0474427296523
11.3949835428502,13.2721814760381
32.932014538208,14.5453900545984
7.15219970210455,13.3316865286609
14.0938127676491,14.1847358198192
19.9195905346423,14.1478245774267
1.65612632478587,11.5559921855386
19.7370098964311,13.7162804900758
43.614851440303,14.2989755140548
17.6771008376963,13.6520465426344
24.6219256580807,14.8038828641399
30.3787254458293,14.8212117055523
25.1835240453947,14.2369960109362
10.1246624691412,13.243662451373
41.5412926117424,14.6577081841415
33.7548701714259,15.0165317413154
39.9177531755995,14.6751222437158
6.28923766850494,13.4398596815819
36.4618363559712,14.9535481791669
21.1524470525328,14.6700928083764
41.226368411677,14.4683855055989
32.7059494971763,14.58951767583
39.3637053521816,14.4191078071655
28.0987792704254,14.6728420283748
26.9562594296876,14.4407148764124
39.6784553527832,14.6665510917969
2.14322891435586,12.4433211794594
24.3842731867917,14.384158507914
36.8833731948398,15.1049907186599
34.943846267648,14.965098343229
24.4033614846412,13.9826225285366
43.1992643647827,14.618039792097
22.4667582539842,14.2292812156188
12.9950665745419,13.2110277687972
4.46327331010252,12.8251822242986
5.87384184845723,12.3568214243724
16.4973136519548,14.5519887687334
26.4130788964685,14.1721929504879
33.4382487444673,15.279631588558
20.9346791722346,13.9750114080818
45.7309202887118,14.5324722163312
15.3865652652457,13.8422601789996
23.4942205867264,14.2663568817902
17.2873390351888,13.2765135856053
32.892652886454,15.0133619501909
13.6428222551476,13.263986188053
24.4487171655055,14.4294369195316
38.5492228616495,14.9484665360886
5.12809880403802,12.7885683591437
43.8907451718114,14.832798960081
17.6145739543717,14.0464126185827
42.1325771592092,14.4119564498791
17.9874909687787,13.6670035718524
17.3549716090783,13.5069852475598
24.3412110086065,14.9228198023171
44.7177184564061,15.4981096022122
43.3526340608951,14.9730379361642
20.1094876301941,13.6066435339403
39.0887142429128,14.7629566621898
48.0702818636782,15.57594534729
22.2983147539198,14.0128440789336
35.913219257025,14.9988843158265
20.5997240759898,13.7342889455595
16.9422554420307,14.2041721911125
38.0972702533472,14.3564192800295
10.931920502102,12.9976164613058
35.8449399010278,14.2950579468066
6.96290413034149,12.6912957866176
13.028937184019,13.3015128366365
8.02191459177993,13.4772999313144
12.741841339739,13.6709080738408
3.88778448640369,12.3269514414431
32.472124668071,14.1443930886482
43.9371914218646,14.4750018563569
39.1668191947974,14.4593261540195
40.0681324684992,14.3413055810535
23.3084482273553,14.0681584737454
21.0941200202797,14.3363011680705
40.7326418957673,14.333445798704
